Venue	Date	Start	End	Title	Event	Tags	Event Type	Is On Sale	Is Sold Out	Description
Bosco Theatre	2026-07-24	14:00	15:30	Marie Curie - Exposed	https://purchase.vfringe.co.uk/EventAvailability?EventId=43601		Performing Arts	true	false	Discover the remarkable story of Marie Curie in this faithful and evocative play that celebrates one of the most groundbreaking minds in history. Performed by Abbe Lee and Mark Stratford, the play takes us on the journey from Marie’s early struggles as a young immigrant scholar to her rise as a pioneering scientist. Through moments of love, humour, obsession, and triumph, the play reveals the sheer strength and heart behind the unstoppable genius who - with her husband Pierre - changed science and the world forever. Join us for this inspiring and intimate theatrical experience.
Ingrams Yard	2026-07-24	15:00	16:00	A Haunted House	https://purchase.vfringe.co.uk/EventAvailability?EventId=50801		Comedy & Cabaret	true	false	Mime, clown and slapstick performer David Hoskin ('Phenomenal' ***** BroadwayWorld.com) presents A Haunted House; on a tour of a spooky old mansion, silly vignettes and strange time loops reveal murder, memory loss, and dancing zombies. It’s like spending the night with the League of Gentlemen and Jacques Tati in a Hammer horror film. In a dark, dark house on a dark, dark street, a house of horrors wakes from sleep... dare you enter? Mumbai Fringe '26 - Best International Comedy Show. ★★★★½ – EVERYTHING I LOVE about Fringe – Fringesider ★★★★ – Masterclass in physical theatre – BroadwayBaby
The Fringe Village Box Office	2026-07-24	15:00	16:00	SILENT DISCO STRUT: A Wild Moving Disco Adventure Through Ventnor	https://purchase.vfringe.co.uk/EventAvailability?EventId=58201		Spoken Word, Walks & Talks	true	false	Silent Disco Strut. Wild, ridiculous and fun. A flamboyant, entertaining moving silent disco adventure through the fringe and Ventnor. It’s open to everyone! It’s open air and hysterical! Grab your headphones and hit the streets for a joy-fuelled, interactive silent disco like no other. Strut, dance and sing your way through Ventnor in a gloriously ridiculous roaming party led by a flamboyant host. Expect spontaneous dance-offs, shameless singalongs and plenty of playful mischief as you let go, unleash your inner child and become part of the spectacle."
The Workshop Tent	2026-07-24	15:00	16:30	Tetrapak Intaglio Printmaking workshop	https://purchase.vfringe.co.uk/EventAvailability?EventId=62001		Workshop	true	false	Come and join us for a special creative printmaking workshop led by Czech artist Petra Janouskova ART NOMAD on Tuesday 21st - Friday 24th, from 3 PM - 4:30PM. This workshop is for any experience level and ability—ages 12 and up. We will create a line-based design that will be transferred onto a Tetra Pak (a recycled milk or juice carton). The design will then be printed onto mixed-media paper using a printing press. This class will cover the full process of printmaking, from initial design through a finished print. Participants are encouraged to bring their own inspiration or choose from a variety of photographs provided by the class director.
Bijou	2026-07-24	15:30	16:30	Faery Tale Blues — Songs'n'Stories	https://purchase.vfringe.co.uk/EventAvailability?EventId=45001		Performing Arts	true	false	Following a rapidly sold out event at Ventnor Fringe last year ("Protest Days, Rebellion Nights"), storyteller Tony "Monty" Hirst and and folk/blues duo The AnyWhens (Glenn Koppany and Sue Cain) bring their new show "Faery Tale Blues" to the Bijou Tent for 2026. Featuring original and traditional songs, and traditional and historical tales, Monty + The AnyWhens invite you take a step outside the ordinary, to another world that is forever hidden in plain sight, to the lift the veil to the other world, the land of the Fae, and the time of Once.
Ventnor Exchange Arena	2026-07-24	15:30	16:30	Impromptu Shakespeare	https://purchase.vfringe.co.uk/EventAvailability?EventId=201		Performing Arts	true	false	Hold onto your doublets, ruffs and trunk hose. The Bard is back! With story and verse improvised in the moment, enjoy a riotous new Shakespeare play every time – performed by Impromptu Shakespeare’s whip smart cast. Packed with priceless wit, lyrical smarts, romance, and a dash of double-crossing, this leading ensemble do the Bard proud with a brand new hit every time, inspired by audience suggestions. Returning for their seventh year at Ventnor Fringe, Impromptu Shakespeare have been a smash hit at the Edinburgh Fringe and Bristol Shakespeare Festival, and have appeared on BBC Shakespeare Live. WINNER: Best Comedy Event, Buxton Fringe 2021 “Shakespeare from the hip. Ingenious and very funny” – Will Gompertz, BBC Arts Editor “Simply sublime, side-splittingly hilarious improvised comedy almost worthy of the Bard himself” ★★★★★ Broadway Baby “Go and see this show. It’s intelligent, it’s funny, it’s all of the adjectives for brilliant. I’m still not sure how they did what they did” ★★★★★ Pocket Size Theatre “I would see it every night if I could” Voice Magazine “Anarchic and high-energy… Laughs galore” ★★★★★ The Reviews Hub “It will leave you hungry for more… See it as often as you can” Arts York “A joy… seemingly channelled from the playwright himself” ★★★★ North West End UK
Pier Street Playhouse	2026-07-24	15:30	16:30	Lovestruck Alley	https://purchase.vfringe.co.uk/EventAvailability?EventId=58601		Performing Arts	true	false	Lovestruck Alley is an all-original musical, completely written, composed and produced by the young people of Carisbrooke Cast. Step back into the 1980's as we join our cast of misfits and slackers hiding behind the backdrop of a run-down bowling alley. Alli and Tash were settled into a life of mediocrity until the flamboyant Striker walks in and changes Alli’s life forever. Set to the soundtrack of new wave electro-pop, Lovestruck Alley explores the dynamics of friendship, loyalties, love and betrayal in the vein of classic eighties teen angst films like Say Anything and Sixteen Candles.
Ventnor Arts Club	2026-07-24	16:45	17:45	Rob Preston: Amazing Global Solutions (Work in Progress)	https://purchase.vfringe.co.uk/EventAvailability?EventId=44801		Comedy & Cabaret	true	false	Character comedian Rob Preston just wants everything to be perfect again. Join him and his unlikely cadre of alter-egos on their quest to dominate the content space, end mental health and bring lasting international peace to the entirety of the globe globally. A big ask? Sure. But someone's got to pull their finger out. BBC New Comedy Award and Pleasance Reserve Shortlist. Soon to appear in Leo Reich's Channel 4 and A24 sitcom It Gets Worse. Star of Fringe 2025 sell-out comedy play Brainsluts: **** (Guardian). **** (Times). **** (List). 'Crowd favourite' (BroadwayWorld.com)
Bosco Theatre	2026-07-24	17:00	18:00	Do All The Things	https://purchase.vfringe.co.uk/EventAvailability?EventId=46401		Comedy & Cabaret	true	false	From the award-winning idiots behind Game of Crones, Enter The Dragons and Witch Hunt, A&E Comedy bring you, Do All The Things. With a playful interactive twist this isn’t just a show, it’s an invitation to get involved, dose up on dopamine and soak up the serotonin. Part cabaret, part game show, part house party, Do All The Things is a celebration of commonality, an ode to the absurd, and, at its heart, a joyous middle finger to despair and disconnection. With big prizes.
Ventnor Botanic Garden	2026-07-24	18:00	20:00	Circus Trail	https://purchase.vfringe.co.uk/EventAvailability?EventId=37601		Performing Arts	true	false	Explore Ventnor's famous Botanic Garden after hours as The Circus Trail returns with an all new cast of acrobats and performers. Once again transforming these tropical gardens in a unique promenade performance, created especially for Ventnor Fringe. The perfect festival adventure for adults and children of all ages.
Ventnor Exchange Arena	2026-07-24	18:00	19:00	POLICE COPS	https://purchase.vfringe.co.uk/EventAvailability?EventId=37401		Comedy & Cabaret	true	false	POLICE COPS debut show; a globally-acclaimed comedy blockbuster that has enjoyed THREE sell out runs at London’s Soho Theatre and an OFFICIAL SELL OUT run at The Edinburgh Fringe Festival. The 7 time award winning production has delighted audiences around the world at The Melbourne International Comedy Festival, The Cape Town Fringe Festival and The National Arts Festival of South Africa. PRESENT DAY (of 1976). Straight-laced rookie Police Cop Jimmy Johnson is out to avenge his brother’s death, and he’s got to go it alone! (with his partner) Teamed up with a disgraced, retired renegade named Harrison, the pair begin to unearth the soily secrets that the case holds. POLICE COPS is a cinematic joyride, speeding down Adventure Avenue in a souped-up squad car. Oh, and did I mention...the steering wheel is made out of guns.
Bijou	2026-07-24	18:15	19:15	Grapple	https://purchase.vfringe.co.uk/EventAvailability?EventId=39801		Spoken Word, Walks & Talks	true	false	An ageing man still trying to make sense of reality. Join me on my journey. Spoken word (poetry and Storytelling). For adult ears only.
Pier Street Playhouse	2026-07-24	18:30	19:30	Fizzy	https://purchase.vfringe.co.uk/EventAvailability?EventId=50001		Performing Arts	true	false	Fizzy is a new, sharp, funny and heartfelt play about friendship, music and growing up in the late 1990s. Set in a world of mixtapes, gig queues and borrowed bravado, it follows a tight-knit group of friends building themselves out of mixtapes, in-jokes and stubborn hope, trying to work out who they are before the moment slips away. It’s loud, fast and funny, with something more fragile underneath: what happens when life suddenly becomes more complicated? For the mixtape-makers, the music lovers, the over-thinkers, and the ones who grew up a little out of step (or still working it out.)
Ventnor Arts Club	2026-07-24	19:00	20:00	100% Badgers with Matt Hobs	https://purchase.vfringe.co.uk/EventAvailability?EventId=43001		Comedy & Cabaret	true	false	100% Badgers is the sell-out 2025 Edinburgh Fringe stand-up comedy show where Matt Hobs talks about how the worlds of humans and badgers collide. The show takes us on Hobs’ journey from a passing interest in badgers, to an obsession that leads to him standing in a field looking at a caged, frightened badger caught up in the misinformation of the bovine TB debate. We’ll learn about the European badger and its dachshund nemesis, the presidential American badger, the world-famous internet sensation that is the honey badger and many more. “Gripping” ★★★★.5, Edinburgh Reviews. “belly laughs” ★★★★.
